ac_year,st_code,state_name,dt_code,district_name,block_cd,udise_block_name,loc_name,sch_category_id,tr_cat_name,school_category,sch_mgmt_id,sch_mgmt_name,caste_id,caste_name,pre_primary_boy,pre_primary_girl,class1_boy,class2_boy,class3_boy,class4_boy,class5_boy,class6_boy,class7_boy,class8_boy,class9_boy,class10_boy,class11_boy,class12_boy,class1_girl,class2_girl,class3_girl,class4_girl,class5_girl,class6_girl,class7_girl,class8_girl,class9_girl,class10_girl,class11_girl,class12_girl
2019-20,19,West Bengal,1912,HOOGHLY,191217,POLBA-DADPUR,Rural,11,cat11,HSS (XI-XII),1,Department of Education,3,ST,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,14,10
2019-20,19,West Bengal,1912,HOOGHLY,191221,TARAKESWAR  MUNICIPALITY,Urban,11,cat11,HSS (XI-XII),1,Department of Education,3,ST,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,0,12,12
2019-20,19,West Bengal,1912,HOOGHLY,191201,TARAKESWAR,Rural,1,cat1,PS (I-V),1,Department of Education,3,ST,100,80,106,90,99,106,6,0,0,0,0,0,0,0,94,94,98,94,2,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191202,KHANAKUL-I,Rural,1,cat1,PS (I-V),1,Department of Education,3,ST,4,5,5,2,8,10,1,0,0,0,0,0,0,0,4,5,8,4,1,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191203,JANGIPARA ,Rural,1,cat1,PS (I-V),1,Department of Education,3,ST,93,67,110,96,99,101,8,0,0,0,0,0,0,0,111,105,99,99,9,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191204,PURSURAH,Rural,1,cat1,PS (I-V),1,Department of Education,3,ST,13,8,8,13,5,14,1,0,0,0,0,0,0,0,12,7,5,8,3,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191205,PANDUA,Rural,1,cat1,PS (I-V),1,Department of Education,3,ST,415,405,405,464,443,413,16,0,0,0,0,0,0,0,472,433,420,374,15,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191206,CHANDITALA-I,Rural,1,cat1,PS (I-V),1,Department of Education,3,ST,1,2,4,3,1,3,1,0,0,0,0,0,0,0,1,4,4,4,3,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191207,CHANDITALA-II,Rural,1,cat1,PS (I-V),1,Department of Education,3,ST,6,1,1,5,12,6,0,0,0,0,0,0,0,0,2,5,1,3,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191208,ARAMBAGH,Rural,1,cat1,PS (I-V),1,Department of Education,3,ST,30,28,42,33,54,39,0,0,0,0,0,0,0,0,41,33,42,38,1,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191209,HARIPAL,Rural,1,cat1,PS (I-V),1,Department of Education,3,ST,142,159,170,144,154,173,18,0,0,0,0,0,0,0,141,134,141,147,22,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191210,KHANAKUL-II,Rural,1,cat1,PS (I-V),1,Department of Education,3,ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191211,GOGHAT-I,Rural,1,cat1,PS (I-V),1,Department of Education,3,ST,67,74,67,84,82,99,3,0,0,0,0,0,0,0,71,74,71,78,7,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191212,GOGHAT-II,Rural,1,cat1,PS (I-V),1,Department of Education,3,ST,64,74,82,79,75,90,2,0,0,0,0,0,0,0,80,86,68,79,2,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191213,SERAMPUR-UTTARPARA,Rural,1,cat1,PS (I-V),1,Department of Education,3,ST,0,1,2,1,6,3,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191214,BALAGARH,Rural,1,cat1,PS (I-V),1,Department of Education,3,ST,159,122,182,185,209,155,19,0,0,0,0,0,0,0,174,200,197,198,12,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191215,CHINSURAH-MOGRA,Rural,1,cat1,PS (I-V),1,Department of Education,3,ST,59,55,75,86,67,72,10,0,0,0,0,0,0,0,63,63,76,57,8,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191216,SINGUR,Rural,1,cat1,PS (I-V),1,Department of Education,3,ST,41,46,40,36,54,41,1,0,0,0,0,0,0,0,37,68,52,29,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191217,POLBA-DADPUR,Rural,1,cat1,PS (I-V),1,Department of Education,3,ST,232,202,273,285,285,272,23,0,0,0,0,0,0,0,242,262,255,220,17,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191218,DHANIAKHALI,Rural,1,cat1,PS (I-V),1,Department of Education,3,ST,329,372,356,411,416,359,47,0,0,0,0,0,0,0,373,386,384,357,51,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191207,CHANDITALA-II,Urban,1,cat1,PS (I-V),1,Department of Education,3,ST,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191219,HOOGHLY-CHINSURAH MUNICIPALITY,Urban,1,cat1,PS (I-V),1,Department of Education,3,ST,5,8,3,10,4,4,0,0,0,0,0,0,0,0,3,6,8,6,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191220,BANSBERIA MUNICIPALITY,Urban,1,cat1,PS (I-V),1,Department of Education,3,ST,6,10,24,22,15,13,0,0,0,0,0,0,0,0,10,12,13,17,1,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191221,TARAKESWAR  MUNICIPALITY,Urban,1,cat1,PS (I-V),1,Department of Education,3,ST,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191222,ARAMBAGH  MUNICIPALITY,Urban,1,cat1,PS (I-V),1,Department of Education,3,ST,8,13,9,12,17,18,3,0,0,0,0,0,0,0,9,9,8,13,4,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191223,CHANDANNAGORE CORPORATION,Urban,1,cat1,PS (I-V),1,Department of Education,3,ST,1,5,3,0,5,4,0,0,0,0,0,0,0,0,16,15,27,18,1,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191224,BHADRESWAR  MUNICIPALITY,Urban,1,cat1,PS (I-V),1,Department of Education,3,ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191225,CHAMPDANI  MUNICIPALITY,Urban,1,cat1,PS (I-V),1,Department of Education,3,ST,0,0,4,1,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191226,BAIDYABATI  MUNICIPALITY,Urban,1,cat1,PS (I-V),1,Department of Education,3,ST,3,1,0,3,3,0,0,0,0,0,0,0,0,0,1,2,4,2,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191227,SERAMPORE  MUNICIPALITY,Urban,1,cat1,PS (I-V),1,Department of Education,3,ST,1,1,2,0,1,3,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191228,UTTARPARA KOTRANG,Urban,1,cat1,PS (I-V),1,Department of Education,3,ST,0,1,2,2,5,5,0,0,0,0,0,0,0,0,4,7,6,7,1,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191230,RISHRA  MUNICIPALITY,Urban,1,cat1,PS (I-V),1,Department of Education,3,ST,0,2,1,0,2,2,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191231,DANKUNI  MUNICIPALITY,Urban,1,cat1,PS (I-V),1,Department of Education,3,ST,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191203,JANGIPARA ,Rural,1,cat1,PS (I-V),3,Local body,3,ST,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191208,ARAMBAGH,Rural,1,cat1,PS (I-V),3,Local body,3,ST,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191209,HARIPAL,Rural,1,cat1,PS (I-V),3,Local body,3,ST,20,19,12,6,5,4,0,0,0,0,0,0,0,0,5,7,7,5,1,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191211,GOGHAT-I,Rural,1,cat1,PS (I-V),3,Local body,3,ST,18,8,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191216,SINGUR,Rural,1,cat1,PS (I-V),3,Local body,3,ST,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191219,HOOGHLY-CHINSURAH MUNICIPALITY,Urban,1,cat1,PS (I-V),3,Local body,3,ST,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,4,6,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191221,TARAKESWAR  MUNICIPALITY,Urban,1,cat1,PS (I-V),3,Local body,3,ST,0,1,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191222,ARAMBAGH  MUNICIPALITY,Urban,1,cat1,PS (I-V),3,Local body,3,ST,2,4,10,2,6,4,0,0,0,0,0,0,0,0,6,3,2,1,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191225,CHAMPDANI  MUNICIPALITY,Urban,1,cat1,PS (I-V),3,Local body,3,ST,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191230,RISHRA  MUNICIPALITY,Urban,1,cat1,PS (I-V),3,Local body,3,ST,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191220,BANSBERIA MUNICIPALITY,Urban,1,cat1,PS (I-V),4,Government Aided,3,ST,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191201,TARAKESWAR,Rural,1,cat1,PS (I-V),5,Private Unaided (Recognized),3,ST,3,6,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191202,KHANAKUL-I,Rural,1,cat1,PS (I-V),5,Private Unaided (Recognized),3,ST,1,3,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191203,JANGIPARA ,Rural,1,cat1,PS (I-V),5,Private Unaided (Recognized),3,ST,6,7,4,1,1,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191205,PANDUA,Rural,1,cat1,PS (I-V),5,Private Unaided (Recognized),3,ST,189,110,35,48,27,24,0,0,0,0,0,0,0,0,28,27,20,26,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191206,CHANDITALA-I,Rural,1,cat1,PS (I-V),5,Private Unaided (Recognized),3,ST,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191208,ARAMBAGH,Rural,1,cat1,PS (I-V),5,Private Unaided (Recognized),3,ST,5,1,2,6,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191209,HARIPAL,Rural,1,cat1,PS (I-V),5,Private Unaided (Recognized),3,ST,14,7,0,1,0,1,0,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191210,KHANAKUL-II,Rural,1,cat1,PS (I-V),5,Private Unaided (Recognized),3,ST,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191211,GOGHAT-I,Rural,1,cat1,PS (I-V),5,Private Unaided (Recognized),3,ST,10,9,7,10,7,3,1,0,0,0,0,0,0,0,6,3,7,1,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191212,GOGHAT-II,Rural,1,cat1,PS (I-V),5,Private Unaided (Recognized),3,ST,8,6,5,8,2,0,1,0,0,0,0,0,0,0,3,15,0,0,1,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191214,BALAGARH,Rural,1,cat1,PS (I-V),5,Private Unaided (Recognized),3,ST,27,20,18,15,11,11,0,0,0,0,0,0,0,0,26,8,12,9,1,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191215,CHINSURAH-MOGRA,Rural,1,cat1,PS (I-V),5,Private Unaided (Recognized),3,ST,17,3,2,3,4,2,0,0,0,0,0,0,0,0,5,4,6,3,2,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191217,POLBA-DADPUR,Rural,1,cat1,PS (I-V),5,Private Unaided (Recognized),3,ST,43,22,14,10,4,4,2,0,0,0,0,0,0,0,9,6,7,2,2,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191218,DHANIAKHALI,Rural,1,cat1,PS (I-V),5,Private Unaided (Recognized),3,ST,93,71,43,52,32,22,1,0,0,0,0,0,0,0,27,23,20,19,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191205,PANDUA,Urban,1,cat1,PS (I-V),5,Private Unaided (Recognized),3,ST,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191209,HARIPAL,Urban,1,cat1,PS (I-V),5,Private Unaided (Recognized),3,ST,2,2,1,2,2,2,0,0,0,0,0,0,0,0,2,3,1,1,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191220,BANSBERIA MUNICIPALITY,Urban,1,cat1,PS (I-V),5,Private Unaided (Recognized),3,ST,5,2,9,2,6,3,0,0,0,0,0,0,0,0,5,1,5,1,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191221,TARAKESWAR  MUNICIPALITY,Urban,1,cat1,PS (I-V),5,Private Unaided (Recognized),3,ST,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191222,ARAMBAGH  MUNICIPALITY,Urban,1,cat1,PS (I-V),5,Private Unaided (Recognized),3,ST,5,3,1,3,3,1,0,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191226,BAIDYABATI  MUNICIPALITY,Urban,1,cat1,PS (I-V),5,Private Unaided (Recognized),3,ST,8,5,2,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191228,UTTARPARA KOTRANG,Urban,1,cat1,PS (I-V),5,Private Unaided (Recognized),3,ST,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191220,BANSBERIA MUNICIPALITY,Urban,1,cat1,PS (I-V),6,Other Govt. managed schools,3,ST,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191224,BHADRESWAR  MUNICIPALITY,Urban,1,cat1,PS (I-V),6,Other Govt. managed schools,3,ST,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191201,TARAKESWAR,Rural,1,cat1,PS (I-V),8,Unrecognized,3,ST,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191208,ARAMBAGH,Rural,1,cat1,PS (I-V),8,Unrecognized,3,ST,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191209,HARIPAL,Rural,1,cat1,PS (I-V),8,Unrecognized,3,ST,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191214,BALAGARH,Rural,1,cat1,PS (I-V),8,Unrecognized,3,ST,12,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191215,CHINSURAH-MOGRA,Rural,1,cat1,PS (I-V),8,Unrecognized,3,ST,2,3,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191217,POLBA-DADPUR,Rural,1,cat1,PS (I-V),8,Unrecognized,3,ST,1,0,1,0,3,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191220,BANSBERIA MUNICIPALITY,Urban,1,cat1,PS (I-V),8,Unrecognized,3,ST,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191222,ARAMBAGH  MUNICIPALITY,Urban,1,cat1,PS (I-V),8,Unrecognized,3,ST,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191225,CHAMPDANI  MUNICIPALITY,Urban,1,cat1,PS (I-V),8,Unrecognized,3,ST,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191226,BAIDYABATI  MUNICIPALITY,Urban,1,cat1,PS (I-V),8,Unrecognized,3,ST,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191228,UTTARPARA KOTRANG,Urban,1,cat1,PS (I-V),8,Unrecognized,3,ST,8,7,2,2,4,3,0,0,0,0,0,0,0,0,2,4,2,2,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191230,RISHRA  MUNICIPALITY,Urban,1,cat1,PS (I-V),8,Unrecognized,3,ST,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191209,HARIPAL,Rural,6,cat6,SS (I-X),1,Department of Education,3,ST,0,0,2,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191205,PANDUA,Rural,6,cat6,SS (I-X),5,Private Unaided (Recognized),3,ST,0,0,24,14,10,11,8,7,2,1,1,2,0,0,26,12,14,6,4,3,1,0,2,1,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191209,HARIPAL,Rural,6,cat6,SS (I-X),5,Private Unaided (Recognized),3,ST,4,0,2,4,2,1,5,0,1,0,10,12,0,0,1,0,4,10,0,0,0,2,7,3,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191212,GOGHAT-II,Rural,6,cat6,SS (I-X),5,Private Unaided (Recognized),3,ST,1,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191215,CHINSURAH-MOGRA,Rural,6,cat6,SS (I-X),5,Private Unaided (Recognized),3,ST,7,6,5,4,6,2,1,2,0,1,0,0,0,0,3,4,2,3,0,0,1,0,1,1,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191216,SINGUR,Rural,6,cat6,SS (I-X),5,Private Unaided (Recognized),3,ST,0,2,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191218,DHANIAKHALI,Rural,6,cat6,SS (I-X),5,Private Unaided (Recognized),3,ST,6,3,2,1,1,2,2,0,0,2,0,0,0,0,0,3,0,1,1,1,1,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191220,BANSBERIA MUNICIPALITY,Urban,6,cat6,SS (I-X),5,Private Unaided (Recognized),3,ST,0,1,0,0,4,1,0,0,0,2,1,0,0,0,1,0,2,0,1,1,1,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191227,SERAMPORE  MUNICIPALITY,Urban,6,cat6,SS (I-X),5,Private Unaided (Recognized),3,ST,2,2,0,1,1,0,0,2,2,1,0,0,0,0,1,0,1,1,0,2,2,0,0,1,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191228,UTTARPARA KOTRANG,Urban,6,cat6,SS (I-X),5,Private Unaided (Recognized),3,ST,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191230,RISHRA  MUNICIPALITY,Urban,6,cat6,SS (I-X),5,Private Unaided (Recognized),3,ST,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191219,HOOGHLY-CHINSURAH MUNICIPALITY,Urban,6,cat6,SS (I-X),6,Other Govt. managed schools,3,ST,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191222,ARAMBAGH  MUNICIPALITY,Urban,6,cat6,SS (I-X),6,Other Govt. managed schools,3,ST,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191228,UTTARPARA KOTRANG,Urban,6,cat6,SS (I-X),6,Other Govt. managed schools,3,ST,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191201,TARAKESWAR,Rural,7,cat7,SS (VI-X),1,Department of Education,3,ST,0,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,2,1,1,1,7,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191202,KHANAKUL-I,Rural,7,cat7,SS (VI-X),1,Department of Education,3,ST,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,1,9,8,5,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191203,JANGIPARA ,Rural,7,cat7,SS (VI-X),1,Department of Education,3,ST,0,0,0,0,0,0,20,11,7,17,32,9,0,0,0,0,0,0,19,11,17,16,27,33,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191204,PURSURAH,Rural,7,cat7,SS (VI-X),1,Department of Education,3,ST,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,2,6,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191205,PANDUA,Rural,7,cat7,SS (VI-X),1,Department of Education,3,ST,0,0,0,0,0,0,41,53,60,50,54,36,0,0,0,0,0,0,115,150,112,153,215,125,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191208,ARAMBAGH,Rural,7,cat7,SS (VI-X),1,Department of Education,3,ST,0,0,0,0,0,0,7,3,5,5,8,10,0,0,0,0,0,0,3,6,3,2,2,4,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191209,HARIPAL,Rural,7,cat7,SS (VI-X),1,Department of Education,3,ST,0,0,0,0,0,0,3,6,11,6,6,5,0,0,0,0,0,0,21,18,6,19,24,18,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191211,GOGHAT-I,Rural,7,cat7,SS (VI-X),1,Department of Education,3,ST,0,0,0,0,0,0,11,4,5,3,4,4,0,0,0,0,0,0,25,21,27,16,27,10,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191212,GOGHAT-II,Rural,7,cat7,SS (VI-X),1,Department of Education,3,ST,0,0,0,0,0,0,10,11,6,7,1,7,0,0,0,0,0,0,9,4,4,9,14,8,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191213,SERAMPUR-UTTARPARA,Rural,7,cat7,SS (VI-X),1,Department of Education,3,ST,0,0,0,0,0,0,2,1,8,0,7,2,0,0,0,0,0,0,0,3,7,5,1,0,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191214,BALAGARH,Rural,7,cat7,SS (VI-X),1,Department of Education,3,ST,0,0,0,0,0,0,18,17,19,13,20,9,0,0,0,0,0,0,42,44,24,62,90,39,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191215,CHINSURAH-MOGRA,Rural,7,cat7,SS (VI-X),1,Department of Education,3,ST,0,0,0,0,0,0,2,4,2,0,4,0,0,0,0,0,0,0,1,3,1,6,3,4,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191216,SINGUR,Rural,7,cat7,SS (VI-X),1,Department of Education,3,ST,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,7,10,5,7,2,3,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191217,POLBA-DADPUR,Rural,7,cat7,SS (VI-X),1,Department of Education,3,ST,0,0,0,0,0,0,31,21,30,24,49,26,0,0,0,0,0,0,60,60,50,66,110,65,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191218,DHANIAKHALI,Rural,7,cat7,SS (VI-X),1,Department of Education,3,ST,0,0,0,0,0,0,69,71,32,87,99,54,0,0,0,0,0,0,121,123,69,124,247,125,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191219,HOOGHLY-CHINSURAH MUNICIPALITY,Urban,7,cat7,SS (VI-X),1,Department of Education,3,ST,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,8,9,3,7,4,3,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191220,BANSBERIA MUNICIPALITY,Urban,7,cat7,SS (VI-X),1,Department of Education,3,ST,0,0,0,0,0,0,4,5,5,3,5,3,0,0,0,0,0,0,10,3,8,3,7,10,0,0
2019-20,19,West Bengal,1912,HOOGHLY,191223,CHANDANNAGORE CORPORATION,Urban,7,cat7,SS (VI-X),1,Department of Education,3,ST,0,0,0,0,0,0,1,1,2,3,5,5,0,0,0,0,0,0,0,3,1,1,6,1,0,0
