ac_year,st_code,state_name,dt_code,district_name,block_cd,udise_block_name,loc_name,sch_category_id,tr_cat_name,school_category,sch_mgmt_id,sch_mgmt_name,caste_id,caste_name,pre_primary_boy,pre_primary_girl,class1_boy,class2_boy,class3_boy,class4_boy,class5_boy,class6_boy,class7_boy,class8_boy,class9_boy,class10_boy,class11_boy,class12_boy,class1_girl,class2_girl,class3_girl,class4_girl,class5_girl,class6_girl,class7_girl,class8_girl,class9_girl,class10_girl,class11_girl,class12_girl
2019-20,19,West Bengal,1922,ALIPURDUAR,192201,ALIPURDUAR-I,Rural,2,cat2,UPS (I-VIII),5,Private Unaided (Recognized),4,OBC,0,0,10,3,6,6,3,2,3,2,0,0,0,0,6,5,2,9,5,0,1,0,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192202,ALIPURDUAR-II,Rural,2,cat2,UPS (I-VIII),5,Private Unaided (Recognized),4,OBC,13,13,13,5,8,6,6,12,4,6,0,0,0,0,8,4,9,4,6,3,11,3,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192204,FALAKATA,Rural,2,cat2,UPS (I-VIII),5,Private Unaided (Recognized),4,OBC,8,1,2,1,3,3,0,1,3,3,0,0,0,0,1,4,0,3,0,2,0,0,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192206,KALCHINI,Rural,2,cat2,UPS (I-VIII),5,Private Unaided (Recognized),4,OBC,153,128,75,79,76,88,64,37,33,29,0,0,0,0,87,65,74,56,42,38,40,38,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192207,KUMARGRAM,Rural,2,cat2,UPS (I-VIII),5,Private Unaided (Recognized),4,OBC,34,11,5,4,5,4,5,5,5,3,0,0,0,0,7,2,2,2,1,3,1,0,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192208,MADARIHAT,Rural,2,cat2,UPS (I-VIII),5,Private Unaided (Recognized),4,OBC,131,114,29,42,46,41,36,41,38,30,0,0,0,0,51,43,34,31,34,31,18,20,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192201,ALIPURDUAR-I,Urban,2,cat2,UPS (I-VIII),5,Private Unaided (Recognized),4,OBC,4,2,4,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192206,KALCHINI,Rural,2,cat2,UPS (I-VIII),98,Madarsa unrecognized,4,OBC,0,0,7,7,6,1,0,0,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192201,ALIPURDUAR-I,Rural,4,cat4,UPS (VI-VIII),1,Department of Education,4,OBC,0,0,0,0,0,0,21,29,13,34,0,0,0,0,0,0,0,0,43,35,41,81,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192202,ALIPURDUAR-II,Rural,4,cat4,UPS (VI-VIII),1,Department of Education,4,OBC,0,0,0,0,0,0,45,50,49,52,0,0,0,0,0,0,0,0,72,52,64,50,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192204,FALAKATA,Rural,4,cat4,UPS (VI-VIII),1,Department of Education,4,OBC,0,0,0,0,0,0,73,60,56,75,0,0,0,0,0,0,0,0,140,128,111,173,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192206,KALCHINI,Rural,4,cat4,UPS (VI-VIII),1,Department of Education,4,OBC,0,0,0,0,0,0,97,112,67,92,0,0,0,0,0,0,0,0,114,84,99,138,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192207,KUMARGRAM,Rural,4,cat4,UPS (VI-VIII),1,Department of Education,4,OBC,0,0,0,0,0,0,24,43,28,30,0,0,0,0,0,0,0,0,29,31,23,48,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192208,MADARIHAT,Rural,4,cat4,UPS (VI-VIII),1,Department of Education,4,OBC,0,0,0,0,0,0,50,63,42,61,0,0,0,0,0,0,0,0,63,71,58,67,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192214,ALIPURDUAR MUNICIPALITY,Urban,4,cat4,UPS (VI-VIII),1,Department of Education,4,OBC,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192202,ALIPURDUAR-II,Rural,4,cat4,UPS (VI-VIII),5,Private Unaided (Recognized),4,OBC,0,0,0,0,0,0,10,9,13,12,0,0,0,0,0,0,0,0,10,8,16,13,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192204,FALAKATA,Rural,4,cat4,UPS (VI-VIII),5,Private Unaided (Recognized),4,OBC,0,0,0,0,0,0,38,44,32,38,0,0,0,0,0,0,0,0,8,27,25,31,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192206,KALCHINI,Rural,4,cat4,UPS (VI-VIII),5,Private Unaided (Recognized),4,OBC,0,0,0,0,0,0,59,44,38,30,0,0,0,0,0,0,0,0,91,88,71,72,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192208,MADARIHAT,Rural,4,cat4,UPS (VI-VIII),5,Private Unaided (Recognized),4,OBC,0,0,0,0,0,0,41,42,36,34,0,0,0,0,0,0,0,0,9,18,19,26,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192201,ALIPURDUAR-I,Rural,4,cat4,UPS (VI-VIII),98,Madarsa unrecognized,4,OBC,0,0,0,0,0,0,5,5,6,6,0,0,0,0,0,0,0,0,6,6,8,10,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192204,FALAKATA,Rural,4,cat4,UPS (VI-VIII),98,Madarsa unrecognized,4,OBC,0,0,0,0,0,0,14,13,19,23,0,0,0,0,0,0,0,0,9,12,9,15,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192201,ALIPURDUAR-I,Rural,3,cat3,HSS (I-XII),5,Private Unaided (Recognized),1,General,25,15,9,10,12,7,9,13,7,6,10,20,8,8,9,8,7,6,3,5,6,4,8,12,8,3
2019-20,19,West Bengal,1922,ALIPURDUAR,192204,FALAKATA,Rural,3,cat3,HSS (I-XII),5,Private Unaided (Recognized),1,General,25,25,55,66,33,44,55,25,24,26,28,21,15,52,55,22,11,55,66,25,25,28,24,52,21,12
2019-20,19,West Bengal,1922,ALIPURDUAR,192206,KALCHINI,Rural,3,cat3,HSS (I-XII),5,Private Unaided (Recognized),1,General,181,150,109,117,106,124,127,126,129,149,121,84,94,76,93,103,97,77,94,100,90,88,80,69,62,55
2019-20,19,West Bengal,1922,ALIPURDUAR,192208,MADARIHAT,Rural,3,cat3,HSS (I-XII),5,Private Unaided (Recognized),1,General,57,52,26,34,39,44,37,42,52,78,90,78,49,62,26,28,31,30,30,34,27,73,63,59,49,65
2019-20,19,West Bengal,1922,ALIPURDUAR,192214,ALIPURDUAR MUNICIPALITY,Urban,3,cat3,HSS (I-XII),5,Private Unaided (Recognized),1,General,0,0,39,58,53,45,43,46,35,37,35,36,39,23,47,39,45,42,45,37,31,26,46,23,27,34
2019-20,19,West Bengal,1922,ALIPURDUAR,192201,ALIPURDUAR-I,Rural,3,cat3,HSS (I-XII),92,Kendriya Vidyalaya / Central School,1,General,0,0,51,68,39,53,56,47,51,56,83,43,60,59,65,55,39,57,38,41,36,47,63,58,36,38
2019-20,19,West Bengal,1922,ALIPURDUAR,192206,KALCHINI,Rural,3,cat3,HSS (I-XII),92,Kendriya Vidyalaya / Central School,1,General,20,54,19,39,36,31,25,37,29,27,45,29,32,22,35,42,32,33,25,22,24,26,28,25,27,27
2019-20,19,West Bengal,1922,ALIPURDUAR,192201,ALIPURDUAR-I,Rural,5,cat5,HSS (VI-XII),1,Department of Education,1,General,0,0,0,0,0,0,171,155,160,160,192,193,147,113,0,0,0,0,67,61,61,76,101,98,157,140
2019-20,19,West Bengal,1922,ALIPURDUAR,192202,ALIPURDUAR-II,Rural,5,cat5,HSS (VI-XII),1,Department of Education,1,General,0,0,0,0,0,0,127,101,101,115,188,136,102,106,0,0,0,0,100,100,90,117,129,150,119,125
2019-20,19,West Bengal,1922,ALIPURDUAR,192204,FALAKATA,Rural,5,cat5,HSS (VI-XII),1,Department of Education,1,General,0,0,0,0,0,0,241,180,207,218,306,191,209,206,0,0,0,0,161,187,181,206,237,250,193,217
2019-20,19,West Bengal,1922,ALIPURDUAR,192206,KALCHINI,Rural,5,cat5,HSS (VI-XII),1,Department of Education,1,General,0,0,0,0,0,0,376,332,392,434,702,603,464,370,0,0,0,0,289,279,301,377,603,574,494,471
2019-20,19,West Bengal,1922,ALIPURDUAR,192207,KUMARGRAM,Rural,5,cat5,HSS (VI-XII),1,Department of Education,1,General,0,0,0,0,0,0,182,210,222,279,432,286,210,231,0,0,0,0,173,178,188,239,385,378,326,264
2019-20,19,West Bengal,1922,ALIPURDUAR,192208,MADARIHAT,Rural,5,cat5,HSS (VI-XII),1,Department of Education,1,General,0,0,0,0,0,0,107,137,144,173,216,182,166,175,0,0,0,0,116,111,138,168,222,230,184,181
2019-20,19,West Bengal,1922,ALIPURDUAR,192204,FALAKATA,Urban,5,cat5,HSS (VI-XII),1,Department of Education,1,General,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,71,41,130,237,71,42,58
2019-20,19,West Bengal,1922,ALIPURDUAR,192214,ALIPURDUAR MUNICIPALITY,Urban,5,cat5,HSS (VI-XII),1,Department of Education,1,General,0,0,0,0,0,0,193,212,235,223,263,261,234,242,0,0,0,0,292,294,240,327,380,361,336,338
2019-20,19,West Bengal,1922,ALIPURDUAR,192207,KUMARGRAM,Rural,5,cat5,HSS (VI-XII),93,Jawahar Navodaya Vidyalaya ,1,General,0,0,0,0,0,0,0,7,9,4,5,10,7,1,0,0,0,0,0,2,6,1,4,8,12,4
2019-20,19,West Bengal,1922,ALIPURDUAR,192201,ALIPURDUAR-I,Rural,1,cat1,PS (I-V),1,Department of Education,1,General,284,165,238,217,229,264,28,0,0,0,0,0,0,0,240,220,260,263,24,0,0,0,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192202,ALIPURDUAR-II,Rural,1,cat1,PS (I-V),1,Department of Education,1,General,226,252,295,299,281,315,13,0,0,0,0,0,0,0,293,310,343,334,11,0,0,0,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192204,FALAKATA,Rural,1,cat1,PS (I-V),1,Department of Education,1,General,242,270,275,258,324,336,10,0,0,0,0,0,0,0,304,315,337,341,12,0,0,0,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192206,KALCHINI,Rural,1,cat1,PS (I-V),1,Department of Education,1,General,130,147,192,235,253,269,12,0,0,0,0,0,0,0,179,211,241,274,11,0,0,0,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192207,KUMARGRAM,Rural,1,cat1,PS (I-V),1,Department of Education,1,General,166,172,233,259,256,293,10,0,0,0,0,0,0,0,231,233,282,303,7,0,0,0,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192208,MADARIHAT,Rural,1,cat1,PS (I-V),1,Department of Education,1,General,137,161,172,196,231,217,18,0,0,0,0,0,0,0,182,172,200,214,5,0,0,0,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192204,FALAKATA,Urban,1,cat1,PS (I-V),1,Department of Education,1,General,7,4,9,11,10,13,0,0,0,0,0,0,0,0,4,9,6,15,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192214,ALIPURDUAR MUNICIPALITY,Urban,1,cat1,PS (I-V),1,Department of Education,1,General,60,61,96,83,112,122,4,0,0,0,0,0,0,0,103,108,89,106,10,0,0,0,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192201,ALIPURDUAR-I,Rural,1,cat1,PS (I-V),5,Private Unaided (Recognized),1,General,311,234,114,79,61,67,6,0,0,0,0,0,0,0,91,95,62,52,5,0,0,0,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192202,ALIPURDUAR-II,Rural,1,cat1,PS (I-V),5,Private Unaided (Recognized),1,General,303,199,122,93,66,53,1,0,0,0,0,0,0,0,86,97,51,50,1,0,0,0,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192204,FALAKATA,Rural,1,cat1,PS (I-V),5,Private Unaided (Recognized),1,General,869,718,333,292,239,158,0,0,0,0,0,0,0,0,262,267,219,172,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192206,KALCHINI,Rural,1,cat1,PS (I-V),5,Private Unaided (Recognized),1,General,295,260,107,99,60,59,15,0,0,0,0,0,0,0,106,101,105,80,14,0,0,0,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192207,KUMARGRAM,Rural,1,cat1,PS (I-V),5,Private Unaided (Recognized),1,General,496,382,213,165,146,128,42,0,0,0,0,0,0,0,175,131,108,113,39,0,0,0,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192208,MADARIHAT,Rural,1,cat1,PS (I-V),5,Private Unaided (Recognized),1,General,291,202,79,67,69,50,12,0,0,0,0,0,0,0,92,71,60,52,9,0,0,0,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192214,ALIPURDUAR MUNICIPALITY,Rural,1,cat1,PS (I-V),5,Private Unaided (Recognized),1,General,10,13,7,3,4,9,0,0,0,0,0,0,0,0,5,3,3,4,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192201,ALIPURDUAR-I,Urban,1,cat1,PS (I-V),5,Private Unaided (Recognized),1,General,4,2,4,4,2,0,0,0,0,0,0,0,0,0,7,10,3,1,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192206,KALCHINI,Urban,1,cat1,PS (I-V),5,Private Unaided (Recognized),1,General,10,5,5,4,2,1,2,0,0,0,0,0,0,0,6,1,2,1,1,0,0,0,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192214,ALIPURDUAR MUNICIPALITY,Urban,1,cat1,PS (I-V),5,Private Unaided (Recognized),1,General,340,338,100,99,85,83,2,0,0,0,0,0,0,0,115,101,103,86,4,0,0,0,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192206,KALCHINI,Rural,1,cat1,PS (I-V),98,Madarsa unrecognized,1,General,0,0,5,1,3,2,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192206,KALCHINI,Rural,6,cat6,SS (I-X),5,Private Unaided (Recognized),1,General,105,93,87,85,82,74,66,74,84,64,44,33,0,0,69,59,162,56,42,65,61,65,47,34,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192207,KUMARGRAM,Rural,6,cat6,SS (I-X),5,Private Unaided (Recognized),1,General,49,48,25,24,21,21,30,30,39,39,0,0,0,0,39,24,23,28,30,39,39,39,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192208,MADARIHAT,Rural,6,cat6,SS (I-X),5,Private Unaided (Recognized),1,General,35,24,16,22,21,22,16,28,17,17,15,4,0,0,20,19,14,16,12,12,12,16,23,3,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192201,ALIPURDUAR-I,Rural,7,cat7,SS (VI-X),1,Department of Education,1,General,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,25,26,14,26,31,26,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192202,ALIPURDUAR-II,Rural,7,cat7,SS (VI-X),1,Department of Education,1,General,0,0,0,0,0,0,5,3,4,12,8,3,0,0,0,0,0,0,9,6,2,7,6,12,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192204,FALAKATA,Rural,7,cat7,SS (VI-X),1,Department of Education,1,General,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,100,109,81,113,138,120,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192206,KALCHINI,Rural,7,cat7,SS (VI-X),1,Department of Education,1,General,0,0,0,0,0,0,3,7,6,5,6,4,0,0,0,0,0,0,18,13,23,23,39,31,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192207,KUMARGRAM,Rural,7,cat7,SS (VI-X),1,Department of Education,1,General,0,0,0,0,0,0,8,0,0,1,0,1,0,0,0,0,0,0,5,2,2,1,0,1,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192208,MADARIHAT,Rural,7,cat7,SS (VI-X),1,Department of Education,1,General,0,0,0,0,0,0,4,4,13,11,13,17,0,0,0,0,0,0,11,21,7,17,15,14,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192214,ALIPURDUAR MUNICIPALITY,Urban,7,cat7,SS (VI-X),1,Department of Education,1,General,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,7,3,5,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192206,KALCHINI,Rural,7,cat7,SS (VI-X),5,Private Unaided (Recognized),1,General,0,0,0,0,0,0,1,2,1,1,3,6,0,0,0,0,0,0,0,1,1,6,1,2,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192201,ALIPURDUAR-I,Rural,2,cat2,UPS (I-VIII),2,Tribal Welfare Department,1,General,0,0,2,3,7,4,1,1,0,0,0,0,0,0,0,1,2,2,0,1,0,1,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192201,ALIPURDUAR-I,Rural,2,cat2,UPS (I-VIII),5,Private Unaided (Recognized),1,General,0,0,44,38,40,30,25,30,23,26,0,0,0,0,26,34,28,32,21,23,16,8,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192202,ALIPURDUAR-II,Rural,2,cat2,UPS (I-VIII),5,Private Unaided (Recognized),1,General,37,29,30,28,32,40,23,42,30,28,0,0,0,0,16,31,27,29,23,18,29,24,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192204,FALAKATA,Rural,2,cat2,UPS (I-VIII),5,Private Unaided (Recognized),1,General,66,76,28,35,46,30,19,60,24,18,0,0,0,0,29,52,58,26,30,15,18,29,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192206,KALCHINI,Rural,2,cat2,UPS (I-VIII),5,Private Unaided (Recognized),1,General,239,220,154,141,146,118,108,102,78,89,0,0,0,0,121,116,131,106,121,96,73,78,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192207,KUMARGRAM,Rural,2,cat2,UPS (I-VIII),5,Private Unaided (Recognized),1,General,152,123,51,40,45,40,39,34,20,12,0,0,0,0,40,39,36,31,26,18,10,5,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192208,MADARIHAT,Rural,2,cat2,UPS (I-VIII),5,Private Unaided (Recognized),1,General,205,149,85,64,71,73,65,70,57,39,0,0,0,0,70,59,53,66,43,40,47,28,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192201,ALIPURDUAR-I,Urban,2,cat2,UPS (I-VIII),5,Private Unaided (Recognized),1,General,32,12,21,23,17,9,7,3,7,0,0,0,0,0,12,11,10,4,2,2,4,2,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192206,KALCHINI,Rural,2,cat2,UPS (I-VIII),98,Madarsa unrecognized,1,General,0,0,5,10,1,9,0,0,0,0,0,0,0,0,3,8,3,5,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192201,ALIPURDUAR-I,Rural,4,cat4,UPS (VI-VIII),1,Department of Education,1,General,0,0,0,0,0,0,16,18,19,23,0,0,0,0,0,0,0,0,28,19,47,37,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192202,ALIPURDUAR-II,Rural,4,cat4,UPS (VI-VIII),1,Department of Education,1,General,0,0,0,0,0,0,32,32,18,23,0,0,0,0,0,0,0,0,39,32,25,39,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192204,FALAKATA,Rural,4,cat4,UPS (VI-VIII),1,Department of Education,1,General,0,0,0,0,0,0,24,25,18,24,0,0,0,0,0,0,0,0,40,26,14,35,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192206,KALCHINI,Rural,4,cat4,UPS (VI-VIII),1,Department of Education,1,General,0,0,0,0,0,0,47,46,46,36,0,0,0,0,0,0,0,0,32,36,50,48,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192207,KUMARGRAM,Rural,4,cat4,UPS (VI-VIII),1,Department of Education,1,General,0,0,0,0,0,0,39,41,43,49,0,0,0,0,0,0,0,0,42,57,40,41,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192208,MADARIHAT,Rural,4,cat4,UPS (VI-VIII),1,Department of Education,1,General,0,0,0,0,0,0,30,34,31,14,0,0,0,0,0,0,0,0,31,38,38,36,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192214,ALIPURDUAR MUNICIPALITY,Urban,4,cat4,UPS (VI-VIII),1,Department of Education,1,General,0,0,0,0,0,0,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192202,ALIPURDUAR-II,Rural,4,cat4,UPS (VI-VIII),5,Private Unaided (Recognized),1,General,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192204,FALAKATA,Rural,4,cat4,UPS (VI-VIII),5,Private Unaided (Recognized),1,General,0,0,0,0,0,0,9,9,13,4,0,0,0,0,0,0,0,0,8,9,12,4,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192206,KALCHINI,Rural,4,cat4,UPS (VI-VIII),5,Private Unaided (Recognized),1,General,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192204,FALAKATA,Rural,4,cat4,UPS (VI-VIII),98,Madarsa unrecognized,1,General,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192201,ALIPURDUAR-I,Rural,3,cat3,HSS (I-XII),5,Private Unaided (Recognized),2,SC,3,3,1,1,4,0,2,0,7,5,3,2,0,1,0,0,1,1,3,0,1,3,1,1,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192204,FALAKATA,Rural,3,cat3,HSS (I-XII),5,Private Unaided (Recognized),2,SC,25,25,10,20,5,2,5,5,5,4,5,9,8,0,10,25,0,2,8,9,2,58,6,5,5,1
2019-20,19,West Bengal,1922,ALIPURDUAR,192206,KALCHINI,Rural,3,cat3,HSS (I-XII),5,Private Unaided (Recognized),2,SC,48,35,61,51,53,44,40,39,52,29,34,25,24,21,44,44,31,21,39,31,17,21,24,15,23,11
2019-20,19,West Bengal,1922,ALIPURDUAR,192208,MADARIHAT,Rural,3,cat3,HSS (I-XII),5,Private Unaided (Recognized),2,SC,14,11,8,9,10,9,9,9,8,19,27,56,15,22,7,10,9,10,11,6,7,19,37,34,21,25
2019-20,19,West Bengal,1922,ALIPURDUAR,192214,ALIPURDUAR MUNICIPALITY,Urban,3,cat3,HSS (I-XII),5,Private Unaided (Recognized),2,SC,0,0,29,16,14,10,11,10,20,13,10,13,12,6,11,6,12,13,13,7,11,11,9,9,8,8
2019-20,19,West Bengal,1922,ALIPURDUAR,192201,ALIPURDUAR-I,Rural,3,cat3,HSS (I-XII),92,Kendriya Vidyalaya / Central School,2,SC,0,0,19,18,26,21,25,17,23,16,21,14,12,22,17,20,25,14,17,14,12,16,15,16,26,16
2019-20,19,West Bengal,1922,ALIPURDUAR,192206,KALCHINI,Rural,3,cat3,HSS (I-XII),92,Kendriya Vidyalaya / Central School,2,SC,21,30,25,4,19,15,14,17,9,15,10,9,11,9,29,3,8,14,15,10,8,2,6,10,9,10
2019-20,19,West Bengal,1922,ALIPURDUAR,192201,ALIPURDUAR-I,Rural,5,cat5,HSS (VI-XII),1,Department of Education,2,SC,0,0,0,0,0,0,725,652,647,855,957,870,655,594,0,0,0,0,561,457,563,622,909,956,738,678
2019-20,19,West Bengal,1922,ALIPURDUAR,192202,ALIPURDUAR-II,Rural,5,cat5,HSS (VI-XII),1,Department of Education,2,SC,0,0,0,0,0,0,542,517,556,595,714,675,542,442,0,0,0,0,428,362,410,501,681,620,651,588
2019-20,19,West Bengal,1922,ALIPURDUAR,192204,FALAKATA,Rural,5,cat5,HSS (VI-XII),1,Department of Education,2,SC,0,0,0,0,0,0,797,687,758,934,1252,773,657,687,0,0,0,0,514,476,509,549,1035,909,880,887
2019-20,19,West Bengal,1922,ALIPURDUAR,192206,KALCHINI,Rural,5,cat5,HSS (VI-XII),1,Department of Education,2,SC,0,0,0,0,0,0,118,103,108,121,180,164,100,98,0,0,0,0,117,122,127,154,199,198,110,86
2019-20,19,West Bengal,1922,ALIPURDUAR,192207,KUMARGRAM,Rural,5,cat5,HSS (VI-XII),1,Department of Education,2,SC,0,0,0,0,0,0,443,447,510,502,733,630,468,462,0,0,0,0,418,430,481,438,772,688,519,529
2019-20,19,West Bengal,1922,ALIPURDUAR,192208,MADARIHAT,Rural,5,cat5,HSS (VI-XII),1,Department of Education,2,SC,0,0,0,0,0,0,128,142,179,176,228,170,193,144,0,0,0,0,154,150,199,218,243,232,217,233
2019-20,19,West Bengal,1922,ALIPURDUAR,192204,FALAKATA,Urban,5,cat5,HSS (VI-XII),1,Department of Education,2,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,47,18,56,119,64,39,53
2019-20,19,West Bengal,1922,ALIPURDUAR,192214,ALIPURDUAR MUNICIPALITY,Urban,5,cat5,HSS (VI-XII),1,Department of Education,2,SC,0,0,0,0,0,0,188,137,161,153,160,171,157,173,0,0,0,0,138,124,124,145,124,131,144,132
2019-20,19,West Bengal,1922,ALIPURDUAR,192207,KUMARGRAM,Rural,5,cat5,HSS (VI-XII),93,Jawahar Navodaya Vidyalaya ,2,SC,0,0,0,0,0,0,0,12,24,10,24,27,31,18,0,0,0,0,0,6,14,15,12,8,11,13
2019-20,19,West Bengal,1922,ALIPURDUAR,192201,ALIPURDUAR-I,Rural,1,cat1,PS (I-V),1,Department of Education,2,SC,486,480,644,698,790,802,57,0,0,0,0,0,0,0,701,729,771,827,49,0,0,0,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192202,ALIPURDUAR-II,Rural,1,cat1,PS (I-V),1,Department of Education,2,SC,574,589,682,738,726,810,74,0,0,0,0,0,0,0,623,690,749,758,55,0,0,0,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192204,FALAKATA,Rural,1,cat1,PS (I-V),1,Department of Education,2,SC,664,616,737,834,924,1013,45,0,0,0,0,0,0,0,731,883,866,978,53,0,0,0,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192206,KALCHINI,Rural,1,cat1,PS (I-V),1,Department of Education,2,SC,161,176,210,266,241,304,23,0,0,0,0,0,0,0,217,248,238,308,28,0,0,0,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192207,KUMARGRAM,Rural,1,cat1,PS (I-V),1,Department of Education,2,SC,484,463,575,584,585,674,79,0,0,0,0,0,0,0,568,618,591,626,59,0,0,0,0,0,0,0
2019-20,19,West Bengal,1922,ALIPURDUAR,192208,MADARIHAT,Rural,1,cat1,PS (I-V),1,Department of Education,2,SC,147,144,170,206,206,203,7,0,0,0,0,0,0,0,179,172,209,236,4,0,0,0,0,0,0,0
