ac_year,state_code,state_name,district_code,district_name,block_code,block_name,sch_category_id,category_name,sch_mgmt_id,sch_mgmt_name,loc_name,caste_id,pre_primary_boys,pre_primary_girls,class_1_boys,class_2_boys,class_3_boys,class_4_boys,class_5_boys,class_6_boys,class_7_boys,class_8_boys,class_9_boys,class_10_boys,class_11_boys,class_12_boys,class_1_girls,class_2_girls,class_3_girls,class_4_girls,class_5_girls,class_6_girls,class_7_girls,class_8_girls,class_9_girls,class_10_girls,class_11_girls,class_12_girls,caste_name
2018-19,19,West Bengal,1922,ALIPURDUAR,192201,ALIPURDUAR-I,3,HSS (I-XII),1,Department of Education,Rural,1,0,0,37,45,20,38,27,21,23,28,47,25,38,44,0,0,0,0,0,0,0,0,0,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192214,ALIPURDUAR MUNICIPALITY,3,HSS (I-XII),1,Department of Education,Urban,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,121,198,178,186,169,137,152,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192201,ALIPURDUAR-I,3,HSS (I-XII),5,Private Unaided (Recognized),Rural,1,25,15,9,10,12,7,9,13,7,6,10,20,8,8,9,8,7,6,3,5,6,4,8,12,8,3,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192204,FALAKATA,3,HSS (I-XII),5,Private Unaided (Recognized),Rural,1,25,25,55,66,33,44,55,25,24,26,28,21,15,52,55,22,11,55,66,25,25,28,24,52,21,12,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192206,KALCHINI,3,HSS (I-XII),5,Private Unaided (Recognized),Rural,1,233,186,117,113,100,125,126,128,116,134,120,92,93,77,88,90,89,87,88,92,88,81,88,61,61,61,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192208,MADARIHAT,3,HSS (I-XII),5,Private Unaided (Recognized),Rural,1,72,76,33,33,54,35,43,44,39,60,82,75,54,62,25,30,25,28,30,22,27,39,54,40,62,40,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192214,ALIPURDUAR MUNICIPALITY,3,HSS (I-XII),5,Private Unaided (Recognized),Urban,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192201,ALIPURDUAR-I,3,HSS (I-XII),92,Kendriya Vidyalaya / Central School,Rural,1,0,0,14,23,19,15,29,26,28,28,36,18,22,15,65,55,39,57,38,41,36,47,63,58,36,38,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192206,KALCHINI,3,HSS (I-XII),92,Kendriya Vidyalaya / Central School,Rural,1,20,54,23,32,41,23,29,24,30,26,60,20,35,22,20,37,40,29,22,26,24,21,43,17,38,17,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192201,ALIPURDUAR-I,5,HSS (VI-XII),1,Department of Education,Rural,1,0,0,0,0,0,0,286,269,324,307,364,318,259,189,0,0,0,0,123,127,163,176,238,181,260,210,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192202,ALIPURDUAR-II,5,HSS (VI-XII),1,Department of Education,Rural,1,0,0,0,0,0,0,127,106,121,143,134,120,94,82,0,0,0,0,114,97,148,156,167,184,135,93,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192204,FALAKATA,5,HSS (VI-XII),1,Department of Education,Rural,1,0,0,0,0,0,0,207,131,199,216,239,242,169,160,0,0,0,0,99,68,94,91,158,120,95,143,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192206,KALCHINI,5,HSS (VI-XII),1,Department of Education,Rural,1,0,0,0,0,0,0,396,344,414,476,786,590,488,405,0,0,0,0,329,303,360,430,742,614,579,507,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192207,KUMARGRAM,5,HSS (VI-XII),1,Department of Education,Rural,1,0,0,0,0,0,0,261,280,265,373,566,447,348,348,0,0,0,0,166,157,193,214,342,356,294,297,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192208,MADARIHAT,5,HSS (VI-XII),1,Department of Education,Rural,1,0,0,0,0,0,0,118,121,150,175,223,178,163,183,0,0,0,0,102,111,150,176,210,226,195,186,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192204,FALAKATA,5,HSS (VI-XII),1,Department of Education,Urban,1,0,0,0,0,0,0,27,17,30,40,54,29,23,29,0,0,0,0,141,145,229,233,301,161,138,139,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192214,ALIPURDUAR MUNICIPALITY,5,HSS (VI-XII),1,Department of Education,Urban,1,0,0,0,0,0,0,199,219,235,227,264,251,241,244,0,0,0,0,113,113,123,141,207,167,181,165,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192202,ALIPURDUAR-II,5,HSS (VI-XII),4,Government Aided,Rural,1,0,0,0,0,0,0,5,3,8,3,6,6,0,0,0,0,0,0,2,3,6,1,10,7,2,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192207,KUMARGRAM,5,HSS (VI-XII),93,Jawahar Navodaya Vidyalaya,Rural,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192204,FALAKATA,5,HSS (VI-XII),97,Madarsa recognized (by Wakf board/Madarsa Board),Rural,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192208,MADARIHAT,5,HSS (VI-XII),97,Madarsa recognized (by Wakf board/Madarsa Board),Rural,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192201,ALIPURDUAR-I,1,PS (I-V),1,Department of Education,Rural,1,382,271,333,367,409,367,32,0,0,0,0,0,0,0,360,381,392,351,35,0,0,0,0,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192202,ALIPURDUAR-II,1,PS (I-V),1,Department of Education,Rural,1,271,273,340,315,346,344,14,0,0,0,0,0,0,0,351,376,360,335,11,0,0,0,0,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192204,FALAKATA,1,PS (I-V),1,Department of Education,Rural,1,272,271,260,351,297,353,2,0,0,0,0,0,0,0,283,310,342,357,1,0,0,0,0,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192206,KALCHINI,1,PS (I-V),1,Department of Education,Rural,1,147,153,216,264,256,278,2,0,0,0,0,0,0,0,207,247,274,284,1,0,0,0,0,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192207,KUMARGRAM,1,PS (I-V),1,Department of Education,Rural,1,219,204,297,291,302,312,12,0,0,0,0,0,0,0,266,295,289,343,13,0,0,0,0,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192208,MADARIHAT,1,PS (I-V),1,Department of Education,Rural,1,163,169,212,260,235,292,0,0,0,0,0,0,0,0,230,235,252,264,0,0,0,0,0,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192204,FALAKATA,1,PS (I-V),1,Department of Education,Urban,1,15,25,29,27,34,44,0,0,0,0,0,0,0,0,30,21,44,34,0,0,0,0,0,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192214,ALIPURDUAR MUNICIPALITY,1,PS (I-V),1,Department of Education,Urban,1,75,69,106,94,110,132,0,0,0,0,0,0,0,0,102,85,86,119,0,0,0,0,0,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192201,ALIPURDUAR-I,1,PS (I-V),5,Private Unaided (Recognized),Rural,1,345,270,156,130,79,82,12,0,0,0,0,0,0,0,135,118,89,72,7,0,0,0,0,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192202,ALIPURDUAR-II,1,PS (I-V),5,Private Unaided (Recognized),Rural,1,188,169,70,67,58,38,0,0,0,0,0,0,0,0,78,61,44,19,0,0,0,0,0,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192204,FALAKATA,1,PS (I-V),5,Private Unaided (Recognized),Rural,1,1022,739,297,262,215,135,6,0,0,0,0,0,0,0,252,270,198,152,0,0,0,0,0,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192206,KALCHINI,1,PS (I-V),5,Private Unaided (Recognized),Rural,1,332,289,107,104,47,64,17,0,0,0,0,0,0,0,108,96,100,71,14,0,0,0,0,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192207,KUMARGRAM,1,PS (I-V),5,Private Unaided (Recognized),Rural,1,463,369,271,212,184,134,49,0,0,0,0,0,0,0,237,162,130,109,41,0,0,0,0,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192208,MADARIHAT,1,PS (I-V),5,Private Unaided (Recognized),Rural,1,249,169,94,65,51,53,8,0,0,0,0,0,0,0,74,60,42,51,2,0,0,0,0,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192214,ALIPURDUAR MUNICIPALITY,1,PS (I-V),5,Private Unaided (Recognized),Rural,1,23,17,6,10,2,5,0,0,0,0,0,0,0,0,3,3,4,1,0,0,0,0,0,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192201,ALIPURDUAR-I,1,PS (I-V),5,Private Unaided (Recognized),Urban,1,6,5,2,7,2,0,0,0,0,0,0,0,0,0,6,9,1,0,0,0,0,0,0,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192202,ALIPURDUAR-II,1,PS (I-V),5,Private Unaided (Recognized),Urban,1,15,11,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192206,KALCHINI,1,PS (I-V),5,Private Unaided (Recognized),Urban,1,22,10,3,2,4,2,1,0,0,0,0,0,0,0,3,3,2,4,2,0,0,0,0,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192207,KUMARGRAM,1,PS (I-V),5,Private Unaided (Recognized),Urban,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192208,MADARIHAT,1,PS (I-V),5,Private Unaided (Recognized),Urban,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192214,ALIPURDUAR MUNICIPALITY,1,PS (I-V),5,Private Unaided (Recognized),Urban,1,209,217,136,96,94,99,0,0,0,0,0,0,0,0,121,112,109,95,1,0,0,0,0,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192214,ALIPURDUAR MUNICIPALITY,1,PS (I-V),8,Unrecognized,Urban,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192206,KALCHINI,1,PS (I-V),98,Madarsa unrecognized,Rural,1,10,8,3,0,2,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192206,KALCHINI,6,SS (I-X),5,Private Unaided (Recognized),Rural,1,120,110,63,81,87,68,66,81,64,65,27,42,0,0,67,56,61,46,53,60,72,55,30,38,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192207,KUMARGRAM,6,SS (I-X),5,Private Unaided (Recognized),Rural,1,30,21,8,6,6,12,11,12,6,3,0,0,0,0,7,5,4,6,4,4,4,3,0,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192208,MADARIHAT,6,SS (I-X),5,Private Unaided (Recognized),Rural,1,0,0,17,8,12,10,13,8,12,8,5,5,0,0,12,6,8,18,8,11,15,8,6,8,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192201,ALIPURDUAR-I,7,SS (VI-X),1,Department of Education,Rural,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,112,92,127,151,134,48,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192202,ALIPURDUAR-II,7,SS (VI-X),1,Department of Education,Rural,1,0,0,0,0,0,0,3,4,11,9,4,6,0,0,0,0,0,0,5,4,9,10,16,10,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192204,FALAKATA,7,SS (VI-X),1,Department of Education,Rural,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,1,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192206,KALCHINI,7,SS (VI-X),1,Department of Education,Rural,1,0,0,0,0,0,0,7,8,6,10,5,9,0,0,0,0,0,0,20,27,29,23,32,26,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192207,KUMARGRAM,7,SS (VI-X),1,Department of Education,Rural,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,3,1,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192208,MADARIHAT,7,SS (VI-X),1,Department of Education,Rural,1,0,0,0,0,0,0,4,5,15,15,9,16,0,0,0,0,0,0,12,19,10,16,12,15,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192214,ALIPURDUAR MUNICIPALITY,7,SS (VI-X),1,Department of Education,Urban,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7,3,10,6,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192206,KALCHINI,7,SS (VI-X),5,Private Unaided (Recognized),Rural,1,0,0,0,0,0,0,0,0,1,4,1,5,0,0,0,0,0,0,0,3,1,2,7,1,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192204,FALAKATA,2,UPS (I-VIII),1,Department of Education,Rural,1,1,1,1,5,3,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192206,KALCHINI,2,UPS (I-VIII),1,Department of Education,Rural,1,0,0,0,0,0,0,2,5,2,5,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192208,MADARIHAT,2,UPS (I-VIII),1,Department of Education,Rural,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192201,ALIPURDUAR-I,2,UPS (I-VIII),2,Tribal Welfare Department,Rural,1,1,0,4,5,4,2,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192201,ALIPURDUAR-I,2,UPS (I-VIII),5,Private Unaided (Recognized),Rural,1,14,1,8,6,2,2,0,0,1,0,0,0,0,0,2,1,2,0,0,0,2,2,0,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192202,ALIPURDUAR-II,2,UPS (I-VIII),5,Private Unaided (Recognized),Rural,1,48,38,41,48,48,37,51,25,36,25,0,0,0,0,44,31,38,40,31,19,16,24,0,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192204,FALAKATA,2,UPS (I-VIII),5,Private Unaided (Recognized),Rural,1,72,78,29,37,50,29,17,64,18,17,0,0,0,0,36,48,60,27,28,18,15,29,0,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192206,KALCHINI,2,UPS (I-VIII),5,Private Unaided (Recognized),Rural,1,216,191,132,157,103,125,103,66,75,76,0,0,0,0,99,103,102,113,89,69,77,55,0,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192207,KUMARGRAM,2,UPS (I-VIII),5,Private Unaided (Recognized),Rural,1,173,153,106,88,83,69,69,70,73,60,0,0,0,0,90,74,77,68,72,77,55,58,0,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192208,MADARIHAT,2,UPS (I-VIII),5,Private Unaided (Recognized),Rural,1,88,65,34,27,44,38,44,56,38,55,0,0,0,0,28,27,40,24,35,43,37,11,0,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192201,ALIPURDUAR-I,2,UPS (I-VIII),5,Private Unaided (Recognized),Urban,1,18,11,13,17,15,7,7,3,6,0,0,0,0,0,10,10,8,4,2,2,2,0,0,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192206,KALCHINI,2,UPS (I-VIII),98,Madarsa unrecognized,Rural,1,0,0,10,2,3,6,5,0,0,0,0,0,0,0,8,1,1,1,1,0,0,0,0,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192201,ALIPURDUAR-I,4,UPS (VI-VIII),1,Department of Education,Rural,1,0,0,0,0,0,0,19,21,12,26,0,0,0,0,0,0,0,0,23,11,65,43,0,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192202,ALIPURDUAR-II,4,UPS (VI-VIII),1,Department of Education,Rural,1,0,0,0,0,0,0,24,21,35,34,0,0,0,0,0,0,0,0,26,21,48,39,0,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192204,FALAKATA,4,UPS (VI-VIII),1,Department of Education,Rural,1,0,0,0,0,0,0,72,49,80,91,0,0,0,0,0,0,0,0,54,64,94,102,0,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192206,KALCHINI,4,UPS (VI-VIII),1,Department of Education,Rural,1,0,0,0,0,0,0,25,24,28,40,0,0,0,0,0,0,0,0,35,29,38,51,0,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192207,KUMARGRAM,4,UPS (VI-VIII),1,Department of Education,Rural,1,0,0,0,0,0,0,36,46,42,49,0,0,0,0,0,0,0,0,57,37,43,46,0,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192208,MADARIHAT,4,UPS (VI-VIII),1,Department of Education,Rural,1,0,0,0,0,0,0,39,30,22,25,0,0,0,0,0,0,0,0,39,39,40,40,0,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192214,ALIPURDUAR MUNICIPALITY,4,UPS (VI-VIII),1,Department of Education,Urban,1,0,0,0,0,0,0,4,4,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192202,ALIPURDUAR-II,4,UPS (VI-VIII),5,Private Unaided (Recognized),Rural,1,0,0,0,0,0,0,2,1,3,2,0,0,0,0,0,0,0,0,0,1,5,3,0,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192204,FALAKATA,4,UPS (VI-VIII),5,Private Unaided (Recognized),Rural,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192206,KALCHINI,4,UPS (VI-VIII),5,Private Unaided (Recognized),Rural,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,0,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192208,MADARIHAT,4,UPS (VI-VIII),5,Private Unaided (Recognized),Rural,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192201,ALIPURDUAR-I,4,UPS (VI-VIII),97,Madarsa recognized (by Wakf board/Madarsa Board),Rural,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192204,FALAKATA,4,UPS (VI-VIII),97,Madarsa recognized (by Wakf board/Madarsa Board),Rural,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192201,ALIPURDUAR-I,4,UPS (VI-VIII),98,Madarsa unrecognized,Rural,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192204,FALAKATA,4,UPS (VI-VIII),98,Madarsa unrecognized,Rural,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,General
2018-19,19,West Bengal,1922,ALIPURDUAR,192201,ALIPURDUAR-I,3,HSS (I-XII),1,Department of Education,Rural,2,0,0,10,6,15,12,17,7,14,10,9,8,9,18,0,0,0,0,0,0,0,0,0,0,0,0,SC
2018-19,19,West Bengal,1922,ALIPURDUAR,192214,ALIPURDUAR MUNICIPALITY,3,HSS (I-XII),1,Department of Education,Urban,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,48,46,41,49,32,38,28,SC
2018-19,19,West Bengal,1922,ALIPURDUAR,192201,ALIPURDUAR-I,3,HSS (I-XII),5,Private Unaided (Recognized),Rural,2,3,3,1,1,4,0,2,0,7,5,3,2,0,1,0,0,1,1,3,0,1,3,1,1,0,0,SC
2018-19,19,West Bengal,1922,ALIPURDUAR,192204,FALAKATA,3,HSS (I-XII),5,Private Unaided (Recognized),Rural,2,25,25,10,20,5,2,5,5,5,4,5,9,8,0,10,25,0,2,8,9,2,58,6,5,5,1,SC
2018-19,19,West Bengal,1922,ALIPURDUAR,192206,KALCHINI,3,HSS (I-XII),5,Private Unaided (Recognized),Rural,2,119,106,56,37,51,38,38,39,46,39,32,25,23,21,56,22,34,21,22,27,22,29,21,17,17,13,SC
2018-19,19,West Bengal,1922,ALIPURDUAR,192208,MADARIHAT,3,HSS (I-XII),5,Private Unaided (Recognized),Rural,2,11,13,8,11,12,2,10,12,6,9,18,6,17,19,8,12,9,8,9,6,2,16,11,18,15,17,SC
2018-19,19,West Bengal,1922,ALIPURDUAR,192214,ALIPURDUAR MUNICIPALITY,3,HSS (I-XII),5,Private Unaided (Recognized),Urban,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC
2018-19,19,West Bengal,1922,ALIPURDUAR,192201,ALIPURDUAR-I,3,HSS (I-XII),92,Kendriya Vidyalaya / Central School,Rural,2,0,0,9,12,11,9,8,10,9,6,12,6,3,4,17,20,25,14,17,14,12,16,15,16,26,16,SC
2018-19,19,West Bengal,1922,ALIPURDUAR,192206,KALCHINI,3,HSS (I-XII),92,Kendriya Vidyalaya / Central School,Rural,2,21,30,24,9,3,18,18,14,12,14,8,7,12,8,27,9,0,17,15,10,7,7,6,7,10,5,SC
2018-19,19,West Bengal,1922,ALIPURDUAR,192201,ALIPURDUAR-I,5,HSS (VI-XII),1,Department of Education,Rural,2,0,0,0,0,0,0,641,472,780,775,955,784,560,496,0,0,0,0,477,414,572,649,861,910,650,568,SC
2018-19,19,West Bengal,1922,ALIPURDUAR,192202,ALIPURDUAR-II,5,HSS (VI-XII),1,Department of Education,Rural,2,0,0,0,0,0,0,483,518,590,541,739,690,512,463,0,0,0,0,388,337,475,498,690,658,617,575,SC
2018-19,19,West Bengal,1922,ALIPURDUAR,192204,FALAKATA,5,HSS (VI-XII),1,Department of Education,Rural,2,0,0,0,0,0,0,562,437,669,643,857,579,387,470,0,0,0,0,359,294,431,453,807,772,613,817,SC
2018-19,19,West Bengal,1922,ALIPURDUAR,192206,KALCHINI,5,HSS (VI-XII),1,Department of Education,Rural,2,0,0,0,0,0,0,91,86,105,95,145,101,68,71,0,0,0,0,87,83,115,133,175,124,72,59,SC
2018-19,19,West Bengal,1922,ALIPURDUAR,192207,KUMARGRAM,5,HSS (VI-XII),1,Department of Education,Rural,2,0,0,0,0,0,0,349,320,470,437,616,508,419,345,0,0,0,0,429,375,491,454,749,689,506,478,SC
2018-19,19,West Bengal,1922,ALIPURDUAR,192208,MADARIHAT,5,HSS (VI-XII),1,Department of Education,Rural,2,0,0,0,0,0,0,141,128,159,170,223,165,192,142,0,0,0,0,130,136,184,167,177,235,232,204,SC
2018-19,19,West Bengal,1922,ALIPURDUAR,192204,FALAKATA,5,HSS (VI-XII),1,Department of Education,Urban,2,0,0,0,0,0,0,157,128,213,205,319,157,145,185,0,0,0,0,140,83,170,137,275,158,177,145,SC
2018-19,19,West Bengal,1922,ALIPURDUAR,192214,ALIPURDUAR MUNICIPALITY,5,HSS (VI-XII),1,Department of Education,Urban,2,0,0,0,0,0,0,179,145,177,149,172,170,169,169,0,0,0,0,82,70,90,72,115,88,128,90,SC
2018-19,19,West Bengal,1922,ALIPURDUAR,192202,ALIPURDUAR-II,5,HSS (VI-XII),4,Government Aided,Rural,2,0,0,0,0,0,0,2,1,1,2,0,2,0,0,0,0,0,0,0,0,2,0,6,1,1,0,SC
2018-19,19,West Bengal,1922,ALIPURDUAR,192207,KUMARGRAM,5,HSS (VI-XII),93,Jawahar Navodaya Vidyalaya,Rural,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,SC
2018-19,19,West Bengal,1922,ALIPURDUAR,192204,FALAKATA,5,HSS (VI-XII),97,Madarsa recognized (by Wakf board/Madarsa Board),Rural,2,0,0,0,0,0,0,8,5,15,12,16,13,23,13,0,0,0,0,10,6,12,6,27,28,15,18,SC
2018-19,19,West Bengal,1922,ALIPURDUAR,192208,MADARIHAT,5,HSS (VI-XII),97,Madarsa recognized (by Wakf board/Madarsa Board),Rural,2,0,0,0,0,0,0,2,3,2,2,2,4,2,0,0,0,0,0,4,5,1,1,1,0,0,3,SC
2018-19,19,West Bengal,1922,ALIPURDUAR,192201,ALIPURDUAR-I,1,PS (I-V),1,Department of Education,Rural,2,484,562,621,689,713,757,24,0,0,0,0,0,0,0,656,701,717,732,32,0,0,0,0,0,0,0,SC
2018-19,19,West Bengal,1922,ALIPURDUAR,192202,ALIPURDUAR-II,1,PS (I-V),1,Department of Education,Rural,2,604,568,729,719,793,814,54,0,0,0,0,0,0,0,688,743,713,791,52,0,0,0,0,0,0,0,SC
2018-19,19,West Bengal,1922,ALIPURDUAR,192204,FALAKATA,1,PS (I-V),1,Department of Education,Rural,2,724,656,772,850,926,960,18,0,0,0,0,0,0,0,842,803,907,888,20,0,0,0,0,0,0,0,SC
2018-19,19,West Bengal,1922,ALIPURDUAR,192206,KALCHINI,1,PS (I-V),1,Department of Education,Rural,2,192,179,252,274,322,302,6,0,0,0,0,0,0,0,235,250,309,319,6,0,0,0,0,0,0,0,SC
2018-19,19,West Bengal,1922,ALIPURDUAR,192207,KUMARGRAM,1,PS (I-V),1,Department of Education,Rural,2,485,480,554,566,657,746,75,0,0,0,0,0,0,0,605,580,591,623,78,0,0,0,0,0,0,0,SC
2018-19,19,West Bengal,1922,ALIPURDUAR,192208,MADARIHAT,1,PS (I-V),1,Department of Education,Rural,2,132,148,228,191,231,240,0,0,0,0,0,0,0,0,169,214,222,242,3,0,0,0,0,0,0,0,SC
2018-19,19,West Bengal,1922,ALIPURDUAR,192204,FALAKATA,1,PS (I-V),1,Department of Education,Urban,2,26,30,27,30,20,37,0,0,0,0,0,0,0,0,28,34,32,34,0,0,0,0,0,0,0,0,SC
2018-19,19,West Bengal,1922,ALIPURDUAR,192214,ALIPURDUAR MUNICIPALITY,1,PS (I-V),1,Department of Education,Urban,2,134,133,159,167,154,153,2,0,0,0,0,0,0,0,140,137,145,163,0,0,0,0,0,0,0,0,SC
2018-19,19,West Bengal,1922,ALIPURDUAR,192201,ALIPURDUAR-I,1,PS (I-V),5,Private Unaided (Recognized),Rural,2,212,191,166,150,134,100,0,0,0,0,0,0,0,0,128,128,105,65,0,0,0,0,0,0,0,0,SC
